book_id,title,authors,language_code,average_rating,ratings_count
18803640,H is for Hawk,Helen Macdonald,eng,3.74,30841
21423525,Us,David Nicholls,eng,3.66,28856
66695,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,eng,4.23,38242
6393082,"Ender's Game, Volume 1: Battle School (Ender's Saga)","Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",en-US,4.37,32247
6218007,"Kimi ni Todoke: From Me to You, Vol. 1","Karuho Shiina, Tomo Kimura",eng,4.23,37369
182425,False Memory,Dean Koontz,en-US,3.87,36882
34510,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,eng,3.91,42892
12513614,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,eng,4.01,55542
81959,As a Man Thinketh,James Allen,eng,4.29,29122
2082136,Bonk: The Curious Coupling of Science and Sex,Mary Roach,en-US,3.83,38157
544257,"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,eng,4.11,49083
23278537,The Little Paris Bookshop,"Nina George, Simon Pare",eng,3.51,34383
13562049,Sweet Tooth,Ian McEwan,eng,3.4,32637
17333880,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines,eng,4.26,57408
19675,"Executive Orders (Jack Ryan Universe, #9)",Tom Clancy,eng,4.04,35513
8592946,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,eng,4.03,33960
156427,Psycho,Robert Bloch,eng,4.09,36153
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,eng,4.12,37381
148337,Where Eagles Dare ,"Alistair MacLean, Clint Willis",,4.12,35233
41977,Circle of Friends,Maeve Binchy,eng,4.0,43936
23513349,Milk and Honey,Rupi Kaur,eng,4.27,73104
5720,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,en-US,4.07,35278
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,eng,4.02,38942
8196732,Sister,Rosamund Lupton,eng,3.77,35893
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)","Liu Cixin, Ken Liu",eng,4.0,33409
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,eng,4.25,42002
154798,Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",eng,4.17,35438
227593,Three Junes,Julia Glass,eng,3.56,35677
52309,The Autobiography of Benjamin Franklin,"Benjamin Franklin, Lewis Leary",eng,3.83,33061
1858013,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,eng,4.2,31692
12891107,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,en-US,4.2,33941
12160906,"The Sins of the Father (The Clifton Chronicles, #2)",Jeffrey Archer,eng,4.01,27456
187811,"Shadowland (The Mediator, #1)",Meg Cabot,eng,4.04,51580
3047849,"Killer (Pretty Little Liars, #6)",Sara Shepard,eng,4.07,39702
4898,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,"W. Chan Kim, Renée Mauborgne",,3.86,30665
6431790,"Fang (Maximum Ride, #6)",James Patterson,eng,4.07,48964
8546358,The Peach Keeper,Sarah Addison Allen,en-US,3.84,45468
815234,The Napping House,"Audrey Wood, Don    Wood",,4.27,37773
27239265,"The Short Drop (Gibson Vaughn, #1)",Matthew FitzSimmons,eng,4.15,32641
33453,"You Suck (A Love Story, #2)",Christopher Moore,eng,3.82,38818
18104607,"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,eng,4.13,54391
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,eng,4.13,37986
6709,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,,4.25,29256
19469,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,en-US,3.72,43334
413158,Put Me in the Zoo,Robert Lopshire,eng,4.13,38809
6448470,"Firelight (Firelight, #1)",Sophie Jordan,en-US,3.88,51815
9809,Invisible Cities,"Italo Calvino, William Weaver",eng,4.19,32253
11096647,"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,eng,4.01,47644
17905709,The Narrow Road to the Deep North,Richard Flanagan,eng,4.0,25197
26582,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)","A.N. Roquelaure, Anne Rice",en-US,3.28,38387
6114607,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,en-US,4.17,19176
10882,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,fre,4.0,27819
9758764,Then Came You,Jennifer Weiner,en-US,3.69,36469
395922,"The Awakening (The Vampire Diaries, #1)",L.J. Smith,eng,3.41,44222
73070,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,eng,4.04,45961
13707738,Boomerang: Travels in the New Third World,Michael   Lewis,eng,3.87,15616
7227174,Fly Away Home,Jennifer Weiner,eng,3.66,37026
14662,The Red and the Black,"Stendhal, Roger Gard",eng,3.87,33346
16183,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",Philippa Gregory,en-US,3.69,40065
332775,"Incarceron (Incarceron, #1)",Catherine Fisher,eng,3.64,43524
10800916,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,en-US,4.29,46269
452157,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,,4.29,32163
9462795,"Starcrossed (Starcrossed, #1)",Josephine Angelini,en-US,4.08,49448
7739934,"Night Star (The Immortals, #5)",Alyson Noel,eng,3.82,43998
67238,Dead Poets Society,N.H. Kleinbaum,eng,4.21,33645
23745132,Wreckage,Emily Bleeker,en-GB,3.66,25533
63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,eng,4.24,40138
1524173,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,eng,4.25,39795
639864,Autobiography of a Yogi,Paramahansa Yogananda,en-US,4.22,26713
9595650,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,eng,4.22,39926
1325218,"Scary Stories to Tell in the Dark (Scary Stories, #1)","Alvin Schwartz, Stephen Gammell",eng,4.05,38879
26109394,Fool Me Once,Harlan Coben,eng,3.9,30788
27323,Hiroshima,John Hersey,eng,3.94,41338
6316171,Hate List,Jennifer Brown,eng,4.03,39677
15283043,The Distance Between Us,Kasie West,eng,3.95,44366
3873,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,eng,3.85,32506
16131032,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,eng,4.18,27860
5932,Twenty Love Poems and a Song of Despair,"Pablo Neruda, W.S. Merwin, Cristina García",eng,4.33,31606
382549,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",Tom Clancy,en-US,4.01,37672
1062516,"No, David!",David Shannon,en-US,4.11,36963
18414,Utopia,"Thomas More, Paul Turner",eng,3.5,36680
1099301,"The Name of This Book Is Secret (Secret, #1)","Pseudonymous Bosch, Gilbert Ford",en-US,4.04,39440
18053060,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,eng,3.84,44785
16429,The Husband,Dean Koontz,eng,3.8,36233
7048800,The Particular Sadness of Lemon Cake,Aimee Bender,eng,3.19,42885
6588,"The Big Bad Wolf  (Alex Cross, #9)",James Patterson,en-US,3.97,37060
533465,Balzac and the Little Chinese Seamstress,"Dai Sijie, Ina Rilke",en-US,3.63,39927
18813642,Bad Feminist,Roxane Gay,eng,3.91,41012
226709,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,en-US,3.82,40354
6690,Danny the Champion of the World,"Roald Dahl, Quentin Blake",,4.07,39802
9160695,Battle Hymn of the Tiger Mother,Amy Chua,eng,3.61,34710
19351043,Nimona,Noelle Stevenson,eng,4.2,44825
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,,3.97,32751
6537,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,eng,4.02,41377
84736,"Mary, Mary (Alex Cross, #11)",James Patterson,eng,3.93,36926
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,eng,3.75,35082
16139641,"Grounded (Up in the Air, #3)",R.K. Lilley,en-GB,4.29,53089
19427193,I Too Had a Love Story,Ravinder Singh,eng,3.64,24307
25051,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)","Betty MacDonald, Alexandra Boiger",eng,4.16,44068
58962,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",Michael Connelly,eng,4.15,34702
18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,eng,3.93,33969
120230,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,"Ina Garten, Quentin Bacon",,4.16,32611
32504,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",Michael Connelly,eng,4.11,34296
41821,The Gods Themselves,Isaac Asimov,eng,4.08,35247
6393047,"The Viper's Nest (39 Clues, #7)",Peter Lerangis,eng,3.97,37663
7742,"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,en-US,4.02,34603
13570,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01","CLAMP, Anthony Gerard",eng,4.12,34661
8962,"A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,,4.07,38753
297627,"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore, Kevin O'Neill",eng,3.93,40404
169756,Feed,M.T. Anderson,eng,3.54,42426
3819326,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,eng,4.12,53738
752900,Medea,"Euripides, Rex Warner",en-GB,3.83,40237
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,en-US,4.2,46756
821056,Hinds' Feet on High Places,Hannah Hurnard,,4.3,33398
38333,Black Hole,Charles Burns,eng,3.83,33070
19358975,"Saga, Vol. 3 (Saga, #3)","Brian K. Vaughan, Fiona Staples",eng,4.56,47549
20263040,"Personal (Jack Reacher, #19)",Lee Child,eng,3.9,19107
15994634,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,eng,3.82,27563
4979,A Man Without a Country,Kurt Vonnegut Jr.,eng,4.07,29859
17667452,When I Found You,Catherine Ryan Hyde,en,3.92,16032
25893693,Lilac Girls,Martha Hall Kelly,eng,4.31,42421
552894,"7th Heaven (Women's Murder Club, #7)","James Patterson, Maxine Paetro",eng,4.06,38503
23664710,"Make Me (Jack Reacher, #20)",Lee Child,en-US,3.95,20999
18428067,A Constellation of Vital Phenomena,Anthony Marra,eng,4.13,23374
13496738,"While It Lasts (Sea Breeze, #3)",Abbi Glines,eng,4.24,49620
13414676,The End of Your Life Book Club,Will Schwalbe,eng,3.81,35412
1672727,Two-Way Street,Lauren Barnholdt,,3.8,42028
16001443,"All In (The Blackstone Affair, #2)",Raine Miller,eng,4.11,48278
1814843,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,eng,4.33,37607
49221,A Grief Observed,C.S. Lewis,en-US,4.26,35913
22416,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)","Warren Ellis, Darick Robertston, Garth Ennis",eng,4.23,30790
13833,"Emperor Mage (Immortals, #3)",Tamora Pierce,en-US,4.3,44115
8099187,Decision Points,George W. Bush,eng,3.77,28943
6387565,"Witch & Wizard (Witch & Wizard, #1)","James Patterson, Gabrielle Charbonnet",eng,3.57,28291
386286,"Julie of the Wolves (Julie of the Wolves, #1)","Jean Craighead George, John Schoenherr",eng,3.79,46442
37743,Forever . . .,Judy Blume,eng,3.63,42164
22609391,The Wright Brothers,David McCullough,eng,4.16,35786
31231,The Matarese Circle (Matarese #1),Robert Ludlum,,4.03,32016
3147367,American Lion: Andrew Jackson in the White House,Jon Meacham,en-US,3.76,32564
15842230,"The Forgotten (John Puller, #2)",David Baldacci,eng,4.07,27953
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,eng,4.3,32170
17262155,"Mad About the Boy (Bridget Jones, #3)",Helen Fielding,eng,3.32,30713
30633,The Four Loves,C.S. Lewis,en-US,4.16,29684
20639274,Archer's Voice,Mia Sheridan,eng,4.45,53131
11010251,The Lost Wife,Alyson Richman,eng,4.2,33427
10505,History of Beauty,"Umberto Eco, Girolamo De Michele, Alastair McEwen",eng,3.77,33893
18765,"I, Claudius (Claudius, #1)",Robert Graves,eng,4.27,38484
13326831,"The Testing (The Testing, #1)",Joelle Charbonneau,eng,4.05,38142
17908462,"Takedown Twenty (Stephanie Plum, #20)",Janet Evanovich,en-US,3.75,36002
13628209,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,en-GB,3.95,50929
13829,"Terrier (Beka Cooper, #1)",Tamora Pierce,eng,4.16,48028
8788554,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,en-US,4.07,50689
18039963,A House in the Sky,"Amanda Lindhout, Sara Corbett",eng,4.2,29369
9615347,Anya's Ghost,Vera Brosgol,eng,3.88,39477
9912,The Rules of Attraction,Bret Easton Ellis,eng,3.71,29456
30262,"The Good, the Bad, and the Undead (The Hollows, #2)",Kim Harrison,en-US,4.26,49321
66693,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",R.A. Salvatore,eng,4.13,32300
44597,Wide Sargasso Sea,Jean Rhys,eng,3.56,21053
16286,The Magus,John Fowles,en-US,4.04,32914
189811,"King of the Murgos (The Malloreon, #2)",David Eddings,en-GB,4.1,40098
402014,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",Louise Rennison,,3.96,39114
20821614,"You (You, #1)",Caroline Kepnes,eng,3.83,36383
13618440,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,eng,4.23,47315
1205297,Playing for Pizza,John Grisham,en-US,3.41,34577
9284655,"Tiger's Curse (The Tiger Saga, #1)",Colleen Houck,eng,4.07,46077
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,eng,3.89,34822
20821284,Brown Girl Dreaming,Jacqueline Woodson,eng,4.11,33779
7094569,"Feed (Newsflesh Trilogy, #1)",Mira Grant,en-US,3.86,38956
3476,Icy Sparks,Gwyn Hyman Rubio,eng,3.68,34128
77394,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,eng,4.12,57062
75024,"The Templar Legacy (Cotton Malone, #1)",Steve Berry,en-US,3.81,35804
89165,"J is for Judgment (Kinsey Millhone, #10)",Sue Grafton,eng,4.01,39214
4836308,The Physick Book of Deliverance Dane,Katherine Howe,en-US,3.7,41284
55401,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",Steven Erikson,eng,4.25,34042
17983690,"Lick (Stage Dive, #1)",Kylie Scott,eng,4.15,54585
78982,"Not a Penny More, Not a Penny Less",Jeffrey Archer,,4.0,28853
2315892,Best Served Cold,Joe Abercrombie,eng,4.16,36268
18635113,Elizabeth Is Missing,Emma Healey,eng,3.7,26931
154424,"Consent to Kill (Mitch Rapp, #8)",Vince Flynn,en-US,4.36,30675
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,eng,4.31,31308
20706317,The First Fifteen Lives of Harry August,Claire North,eng,4.04,22327
13623012,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,,3.96,27987
11366,The Guns of August,"Barbara W. Tuchman, Robert K. Massie",eng,4.18,35147
937249,"Separation of Power (Mitch Rapp, #5)",Vince Flynn,en-US,4.32,30081
71865,"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,en-US,4.05,36501
6514074,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","Robert M. Edsel, Bret Witter",en-US,3.75,30583
18140047,Love Letters to the Dead,Ava Dellaira,eng,3.82,38701
10776793,War Brides,Helen Bryan,en-CA,3.75,16565
27071490,Homegoing,Yaa Gyasi,eng,4.41,41524
7237456,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,en-US,3.93,35724
3410425,"Divine Justice (Camel Club, #4)",David Baldacci,en-US,4.17,35071
3918010,"Kick-Ass (Kick-Ass, #1)","Mark Millar, John Romita Jr., Rob Liefeld",eng,4.04,30688
408615,Left to Tell: Discovering God Amidst the Rwandan Holocaust,"Immaculée Ilibagiza, Steve Erwin",eng,4.43,30270
6686101,"Plague (Gone, #4)",Michael  Grant,en-US,4.18,38819
5344,Hard Times,Charles Dickens,eng,3.5,34675
16033842,La Vérité sur l'affaire Harry Quebert,Joël Dicker,fre,3.94,14610
3722183,A God in Ruins,Kate Atkinson,eng,3.92,26604
6681454,Caught,Harlan Coben,,3.98,34168
46202,"Magic Study (Study, #2)",Maria V. Snyder,eng,4.06,48234
667985,"Chobits, Vol. 1","CLAMP, Shirley Kubo",eng,4.05,34149
57891,Battle Royale,"Koushun Takami, Yuji Oniki",eng,4.24,35641
5126859,The Girl Who Chased the Moon,Sarah Addison Allen,en-US,3.97,41049
107301,A Town Like Alice,Nevil Shute,eng,4.12,36007
18667945,#GIRLBOSS,Sophia Amoruso,eng,3.71,40090
2485785,The Secret Life of CeeCee Wilkes,Diane Chamberlain,eng,4.09,32490
188230,Crocodile on the Sandbank (Amelia Peabody #1),Elizabeth Peters,en-US,4.02,44395
6070950,"Bed of Roses (Bride Quartet, #2)",Nora Roberts,eng,4.11,45089
19670,"Debt of Honor (Jack Ryan Universe, #8)",Tom Clancy,en-US,4.03,34952
17343,Till We Have Faces,C.S. Lewis,en-US,4.19,36758
224500,"Point Blank (Alex Rider, #2)",Anthony Horowitz,en-US,4.1,39296
15676,Strangers,Dean Koontz,,3.98,34661
93794,"The Kill Artist (Gabriel Allon, #1)",Daniel Silva,eng,4.0,31579
490867,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",Mo Willems,eng,4.26,37886
47558,"The Gashlycrumb Tinies (The Vinegar Works, #1)",Edward Gorey,eng,4.23,37054
13147230,"The Long Earth (The Long Earth, #1)","Terry Pratchett, Stephen Baxter",eng,3.74,32313
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,"Steven Pressfield, Robert McKee",en-US,4.07,31399
13223520,"Existence (Existence Trilogy, #1)",Abbi Glines,eng,3.95,51368
11438,What We Talk About When We Talk About Love,Raymond Carver,eng,4.22,29807
104379,That Summer,Sarah Dessen,eng,3.49,43723
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,eng,4.21,33076
17286747,"Necessary Lies (Necessary Lies, #1)",Diane Chamberlain,eng,4.21,32761
218467,Lucifer's Hammer,"Larry Niven, Jerry Pournelle",en-US,3.98,33228
114144,Montana Sky,Nora Roberts,eng,4.07,36576
31548,Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",eng,4.11,33028
18879761,I Was Here,Gayle Forman,eng,3.78,38196
99110,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)","A.A. Milne, Ernest H. Shepard",en-US,4.49,37312
32527,"Alone (Detective D.D. Warren, #1)",Lisa Gardner,en-US,3.97,36437
153542,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,,4.2,42632
17383994,"Divergent Series Complete Box Set (Divergent, #1-3)",Veronica Roth,en-US,4.32,19325
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,en-US,4.23,39419
7074000,"Happy Ever After (Bride Quartet, #4)",Nora Roberts,eng,4.17,40323
10908,Harvesting the Heart,Jodi Picoult,eng,3.59,35064
16150830,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,eng,4.33,46332
3257136,Dewey: The Small-Town Library Cat Who Touched the World,"Vicki Myron, Bret Witter",eng,3.85,40356
16248113,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,eng,4.0,35890
30259,"For a Few Demons More (The Hollows, #5)",Kim Harrison,en-US,4.33,44879
20821043,"The Secret Place (Dublin Murder Squad, #5)",Tana French,eng,3.83,30834
6604209,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",Brandon Sanderson,en-US,4.55,22917
227729,"The Coffin Dancer (Lincoln Rhyme, #2)",Jeffery Deaver,en-US,4.16,34121
6545536,"The Emperor's Code (The 39 Clues, #8)",Gordon Korman,eng,4.04,36068
808853,The Complete Adventures of Curious George,"Margret Rey, H.A. Rey",,4.23,39453
11082037,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",Michael Connelly,eng,4.14,32426
500503,"Sailor Moon, #1 (Sailor Moon, #1)",Naoko Takeuchi,eng,4.29,34951
17331349,Think Like a Freak,"Steven D. Levitt, Stephen J. Dubner",eng,3.82,25990
13436373,Drama,"Raina Telgemeier, Gurihiru",eng,4.14,42759
3110,Assassination Vacation,Sarah Vowell,en-US,3.98,32176
92121,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,en-US,4.1,37961
18144053,The Museum of Extraordinary Things,Alice Hoffman,eng,3.73,29805
3220405,"Ender in Exile (Ender's Saga, #1.2)",Orson Scott Card,en-US,3.89,29389
421129,"Undead and Unwed (Undead, #1)",MaryJanice Davidson,en-US,3.81,45634
4005,The Fifth Mountain,Paulo Coelho,eng,3.61,26060
35519,The Power of Myth,"Joseph Campbell, Bill Moyers",en-GB,4.3,32337
21418013,"Lock In (Lock In, #1)",John Scalzi,eng,3.85,31073
17380041,Longbourn,Jo Baker,eng,3.62,32744
21412202,As You Wish: Inconceivable Tales from the Making of The Princess Bride,"Cary Elwes, Joe Layden, Various, Rob Reiner",eng,4.08,31886
773276,"Good Night, Gorilla",Peggy Rathmann,,4.2,37948
13522285,The Beginning of Everything,Robyn Schneider,eng,3.78,35150
6389704,"In Too Deep (The 39 Clues, #6)",Jude Watson,eng,4.02,35694
138269,Catch Me If You Can: The True Story of a Real Fake,"Frank W. Abagnale, Stan Redding",eng,4.05,32048
30248,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,eng,3.89,46567
119760,The Seat of the Soul,Gary Zukav,en-US,3.97,29675
16099159,"Claim Me (Stark Trilogy, #2)",J. Kenner,eng,4.21,42238
3483,Special Topics in Calamity Physics,Marisha Pessl,eng,3.7,29369
18498558,Bird Box,Josh Malerman,eng,3.98,31735
12476820,"Partials (Partials Sequence, #1)",Dan Wells,en-US,3.94,42493
72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,en-US,4.04,32275
17802747,What She Left Behind,Ellen Marie Wiseman,eng,3.86,22933
3047850,"Wicked (Pretty Little Liars, #5)",Sara Shepard,eng,4.04,38461
184655,"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,eng,4.31,28647
395090,Ariel,Sylvia Plath,eng,4.23,35566
13223349,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion",eng,4.3,30617
33457,"Practical Demonkeeping (Pine Cove, #1)",Christopher Moore,en-US,3.81,33593
46438,"The Last Templar (Templar, #1)",Raymond Khoury,eng,3.57,33675
6534932,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin,en-US,3.8,31685
240976,The Book of Laughter and Forgetting,"Milan Kundera, Aaron Asher",eng,4.01,28159
479415,The Horse Whisperer,Nicholas Evans,en-US,3.77,38033
46191,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,,3.89,26662
3047851,"Wanted (Pretty Little Liars, #8)",Sara Shepard,en-US,4.15,36207
1225621,"The Outlaw Demon Wails (The Hollows, #6)",Kim Harrison,en-US,4.38,44119
433567,Flatland: A Romance of Many Dimensions,"Edwin A. Abbott, Banesh Hoffmann",en-US,3.81,31377
7728889,"The Diviners (The Diviners, #1)",Libba Bray,en-US,3.96,44513
3798703,The Spectacular Now,Tim Tharp,eng,3.53,30125
14142,The Art of Loving,"Erich Fromm, Peter D. Kramer, Rainer Funk",eng,4.01,29048
537070,"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,,4.25,33286
64218,"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett,en-US,3.72,37938
25102,A Game of You (The Sandman #5),"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",eng,4.43,37211
9302,The Other Side of the Story,Marian Keyes,,3.77,32185
16729,Beach Music,Pat Conroy,eng,4.13,33220
46601,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,en-US,4.6,32386
16429619,"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,eng,4.06,46096
42933,"Tai-Pan (Asian Saga, #2)",James Clavell,eng,4.25,34158
8573020,The Weird Sisters,Eleanor Brown,en-US,3.36,35752
34498,"The Truth (Discworld, #25; Industrial Revolution, #2)",Terry Pratchett,eng,4.25,37045
10762469,The Leftovers,Tom Perrotta,en-US,3.38,31583
66354,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,eng,4.1,28619
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)","Margaret Weis, Tracy Hickman",eng,4.13,31341
9219901,Unbearable Lightness: A Story of Loss and Gain,Portia de Rossi,,3.83,30676
693016,"Mine Till Midnight (The Hathaways, #1)",Lisa Kleypas,eng,4.08,44104
96123,All the President's Men,"Carl Bernstein, Bob Woodward",eng,4.17,30919
7263429,Wolfsbane (Nightshade #2; Nightshade World #5),Andrea Cremer,eng,4.12,41067
20564,The Mill on the Floss,"George Eliot, A.S. Byatt",eng,3.77,36017
7334201,Super Sad True Love Story,Gary Shteyngart,eng,3.44,29946
407813,"The Blue Sword (Damar, #1)",Robin McKinley,,4.24,44806
13570854,"Lover at Last (Black Dagger Brotherhood, #11)",J.R. Ward,eng,4.3,45447
10661081,Vampire Academy: The Ultimate Guide (Vampire Academy),"Michelle Rowen, Richelle Mead",eng,4.45,32818
121732,Surprised by Joy: The Shape of My Early Life,C.S. Lewis,eng,4.14,33698
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,eng,4.3,31616
153780,"Trickster's Queen (Daughter of the Lioness, #2)",Tamora Pierce,eng,4.28,45843
95819,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)","Robert Frost, Edward Connery Lathem",eng,4.23,33525
8953,"Freak the Mighty (Freak The Mighty, #1)",Rodman Philbrick,eng,3.98,34587
15790873,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Jennifer E. Smith,eng,3.69,40369
53817,What's So Amazing About Grace?,Philip Yancey,en-US,4.21,28501
10816297,"Kill Shot (Mitch Rapp, #2)",Vince Flynn,eng,4.3,28845
74389,"The Plains of Passage (Earth's Children, #4)",Jean M. Auel,en-US,3.77,36663
17733898,"Hard Luck (Diary of a Wimpy Kid, #8)",Jeff Kinney,eng,4.28,32069
9838,The Bookseller of Kabul,"Åsne Seierstad, Ingrid Christopherson",en-US,3.76,30531
833710,"The Merchant of Death (Pendragon, #1)",D.J. MacHale,eng,3.93,38633
4703581,The City & the City,China Miéville,eng,3.91,29577
128759,"Fatal Voyage (Temperance Brennan, #4)",Kathy Reichs,,4.04,35970
4345498,"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,eng,4.44,51165
15748898,"My Favorite Mistake (My Favorite Mistake, #1)",Chelsea M. Cameron,en-US,4.01,30177
124918,Airport,Arthur Hailey,eng,3.92,30040
7201913,"Angel (Maximum Ride, #7)",James Patterson,en-US,4.02,39938
